text_nonstop,text_lemma,text,length_text_nonstop,length_text_lemma,length_text,label,count_word_text_nonstop,count_word_text_lemma,count_word_text
trump futebol reeleito comeca construcao muro 2a circular benfica prepare guito,trump futebol reeleger comeca construcao muro 2a circular benfica prepare guito,o trump do futebol foi reeleito quando e que comeca a construcao do muro na 2a circular o benfica que prepare o guito,79,79,117,1,18,18,20
tuiter ainda respira,tuiter ainda respirar,o tuiter ainda respira paginaweb,20,21,32,0,11,11,15
unico objetivo familia joao victor guilherme francisco santos alexandro jose silva,unico objetivo familiar joao victor guilherme francisco santos alexandro jose silva,o unico objetivo da familia de joao victor e que guilherme francisco do santos e alexandro jose da silva paginaweb,82,83,114,0,21,21,24
uso turbantes pessoas brancas apropriacao cultural via,uso turbante pessoa branco apropriacao cultural ver,o uso de turbantes por pessoas brancas e apropriacao cultural paginaweb via nomeusuario,54,51,87,0,15,15,19
outra jenia acha violencia contra mulher brasil fato pais maioria crista n,outro jenia achar violencia contra mulher brasil fato pais maioria crista n,outra jenia que acha que a violencia contra a mulher no brasil se da pelo fato do pais ser de maioria crista e n paginaweb,74,75,122,0,19,19,23
outra vez menino pediu lanche amiga ignorou noinha gritou vai tia vc ja ta gorda hahahahahahahahaha,outro vez menino pedir lanche amiga ignorar noinha gritar ir tia vc ja ta gordar hahahahahahahahaha,outra vez um menino pediu um lanche para uma amiga minha e ela o ignorou o noinha gritou vai tia vc ja ta muito gorda hahahahahahahahaha,99,99,136,0,19,19,19
outros paises cobram empresas americanas impostos tarifas enquanto eua cobra pouco nada deveriamos cobrar,outro paise cobr empresa americana imposto tarifa enquanto eua cobrar pouco nada deveriamos cobrar,outros paises cobram empresas americanas impostos e tarifas enquanto os eua cobra pouco ou nada deveriamos cobrar paginaweb,105,98,123,0,18,18,20
ouvi dizer chorao saiu charlie brown jr entrou sepultura vdd =d vai fe brodi,ouvir dizer chorao sair charlie brown jr entrar sepultura vdd = d ir fe brodi,ouvi dizer que o chorao saiu do charlie brown jr e entrou no sepultura e vdd =d vai na fe brodi,76,77,95,1,22,22,23
ouvi rede tv hungria fazendo cerca eletrica evitar invasoes refugiados nao deu ibopepesquisem sob,ouvir rede tv hungrio fazer cerca eletrica evitar invasoes refugiado nao dar ibopepesquisem sob,ouvi numa rede de tv que a hungria esta fazendo uma cerca eletrica para evitar invasoes de refugiados mas nao deu ibopepesquisem sob,97,95,132,0,22,22,22
ouviu militar nao sai disparando esmo,ouvir militar nao sair disparar esmo,ouviu nomeusuario militar nao sai disparando a esmo paginaweb,37,36,61,0,15,15,18
verdadeiro escandalo aqui informacoes confidenciais sao passadas ilegalmente inteligencia doce,verdadeiro escandalo aqui informacoes confidencial sao passar ilegalmente inteligencia doce,o verdadeiro escandalo aqui e que informacoes confidenciais sao passadas ilegalmente pela inteligencia como doce paginaweb,94,91,122,0,19,19,21
overdose tourette on the road comboio chegar cidade,overdose tourette on the road comboio chegar cidade,overdose de tourette on the road o comboio esta a chegar a tua cidade paginaweb,51,51,79,0,17,17,19
video sapatao tocando siririca,video sapatao tocar siririco,o video era um sapatao tocando siririca paginaweb,30,28,49,1,13,12,18
ovo pascoa petista,ovo pascoa petista,ovo de pascoa petista paginaweb,18,18,31,0,10,10,15
nunes merece titulo maior youtuber brasil respeito parabens espiritosantocaos,nune merecer titulo grande youtuber brasil respeito parabens espiritosantocao,o nomeusuario nunes merece o titulo de maior youtuber do brasil e de respeito parabens espiritosantocaos paginaweb,77,77,114,0,16,18,19
ow graficos estao problema curva exagerada,ow grafico estao problema curvar exagerar,ow nomeusuario seus graficos estao com problema de curva exagerada paginaweb,42,41,76,0,20,19,21
owww esquisita ta imitando tt pala hahaha,owww esquisito ta imitar tt pala hahaho,owww esquisita nomeusuario a nomeusuario ta te imitando com tt pala hahaha,41,39,74,0,16,15,18
oxente pq tao santa rsrt oooooooooo maluca,oxente pqr tao santo rsrt oooooooooo maluco,oxente pq sou tao santa rsrt nomeusuario nomeusuario oooooooooo maluca,42,43,70,0,15,15,16
pooo ai otimista hein,pooo ai otimista hein,nomeusuario pooo esse ai e otimista hein,21,21,40,0,11,11,13
pagando contas fim,pagar contas fim,pagando minhas contas fim paginaweb,18,16,35,0,13,13,17
pai feminista saiu pra comprar cigarro 2o gol zidane 1998 nunca voltou joaquinresponde,pai feminista sair pra comprar cigarro 2o gol zidane 1998 nunca voltar joaquinresponde,pai da feminista saiu pra comprar cigarro no 2o gol do zidane em 1998 e nunca mais voltou joaquinresponde paginaweb,86,86,115,0,25,25,27
pais quebrando desemprego pra todo lado violencia comendo solta vem falar folia pqp vtnc merda,pai quebrar desemprego pra todo lado violencer comer solta vir falar folio pqp vtnc merda,pais quebrando desemprego pra todo lado violencia comendo solta e vem falar em folia pqp vtnc essas merda paginaweb,94,89,115,0,20,20,21
palavra dia homem homem nao diz fragrancia,palavra dia homem homem nao dizer fragrancia,palavra do dia que homem que e homem nao diz fragrancia,42,44,55,0,17,17,19
palavras presidente trump assinatura resolucao hj 41,palavra presidente trump assinatura resolucaor hj 41,palavras do presidente trump na assinatura da resolucao hj 41 paginaweb,52,52,71,0,20,20,23
palhacada pura acho trump vai perder sono causa voto blocoesquerda,palhacar pura achar trump ir perder sono causa voto blocoesquerdo,palhacada pura acho que o trump vai perder o sono por causa do voto do blocoesquerda nomeusuario paginaweb,66,65,106,0,19,19,21
aprecio bom humor,aprecio bom humor,nomeusuario aprecio o bom humor,17,17,31,0,12,12,14
aprecio bom humor calma nao abuses boa vontade,aprecio bom humor calmo nao abuse boa vontade,nomeusuario aprecio o bom humor mas calma nao abuses da boa vontade,46,45,67,0,18,18,18
cara mil grau total vou morrer,car mil grau total ir morrer,nomeusuario o cara e mil grau total vou morrer,30,28,46,0,13,12,15
sapatao super indico,sapatao super indico,nomeusuario por isso eu sou sapatao super indico,20,20,48,1,13,13,14
papa bergoglio pede cristaos menos filhos enquanto,papa bergoglio pedir cristao menos filho enquanto,papa bergoglio pede que cristaos tenham menos filhos enquanto isso paginaweb,50,49,76,0,20,20,21
tme gente nao faz tattoo pra filho ajuda ne passional,tme gente elnao fazer tattoo pra filho ajudar ne passional,nomeusuario nossa tme gente que nao faz tattoo pra filho me ajuda ne isso foi passional,53,58,87,0,19,19,20
parabens ae gabriel vc merece demais ate chorei aq,parabem ae gabriel vc merecer demais ate chorar aq,parabens ae gabriel vc merece demais ate chorei aq paginaweb,50,50,60,0,19,18,20
parabens meninas kkkkk,parabem menina kkkkk,parabens a essas meninas kkkkk nomeusuario nomeusuario nomeusuario nomeusuario nomeusuario nomeusuario paginaweb,22,20,112,0,11,10,15
parabens novo conselheiro seguranca nacional general hr mcmaster video,parabem novo conselheiro seguranca nacional general hr mcmaster video,parabens ao nosso novo conselheiro de seguranca nacional general hr mcmaster video paginaweb,70,69,92,0,19,19,20
parabens novo procurador geral,parabem novo procurador geral,parabens ao nosso novo procurador geral nomeusuario paginaweb,30,29,61,0,15,15,18
parabens novo vasecretary dr david shulkin hora cuidar veteranos lutaram proteger,parabem novo vasecretary dr david shulkin hora cuidar veterano lutar proteger,parabens ao nosso novo vasecretary dr david shulkin hora de cuidar dos veteranos que lutaram para proteger nosso paginaweb,81,77,122,0,21,21,23
parabens secretario tesouro steven mnuchin icymi assita aqui,parabem secretario tesouro steven mnuchin icymi assito aqui,parabens ao secretario do tesouro steven mnuchin icymi assita aqui paginaweb,60,59,76,0,18,18,21
parabens jornalistas reportagem sobre bndes investigacao sobre corrupcao governo,parabem jornalista reportagem sobre bnde investigacao sobre corrupcao governo,parabens aos jornalistas do nomeusuario pela reportagem sobre o bndes investigacao sobre corrupcao nos governo paginaweb,80,77,120,0,19,19,20
parabens rex tillerson tomar posse novo secretario estado sera estrela,parabem rex tillerson tomar posse novo secretario estar sero estrela,parabens a rex tillerson por tomar posse como nosso novo secretario de estado ele sera uma estrela,70,68,98,0,17,16,18
parabens stephen miller representar manha varios programas matutinos domingo otimo trabalho,parabem stephen miller representar manha vario programa matutino domingo otimo trabalho,parabens a stephen miller por me representar esta manha nos varios programas matutinos de domingo otimo trabalho paginaweb,91,87,122,0,18,18,19
parabens thomas perez acaba nomeado lider cnd nao poderia feliz pe,parabem thoma perez acabar nomear lider cnd nao poder feliz pe,parabens a thomas perez que acaba de ser nomeado como lider do cnd eu nao poderia estar mais feliz por ele ou pe paginaweb,66,62,122,0,18,17,22
parabens todas mulheres desse mundo vc feia linda nova velha gorda magra qero q saibam q respeito nunca pode faltar,parabem todo mulher de esse mundo vc feio linda novo velho gorda magra qero q saibam q respeito nunca poder faltar,parabens a todas as mulheres desse mundo seja vc feia ou linda nova ou velha gorda ou magra qero q saibam q respeito nunca pode faltar,115,114,134,0,21,21,22
parabens todas mulheres menos abortistas aborteiras porque nao sao gente,parabem todo mulher menos abortista aborteira porque nao sao gente,parabens a todas as mulheres menos para as abortistas e aborteiras porque essas nao sao gente,72,66,93,1,18,18,18
parabens beyonce fevereiro ja ganhaste premio foto absurda 2017,parabem beyonce fevereiro ja ganhastar premio foto absurda 2017,parabens beyonce estamos em fevereiro e ja ganhaste o premio da foto mais absurda de 2017 paginaweb,63,63,99,1,25,25,26
parabens chorao 4 anos longe drogas,parabem chorao 4 ano longe droga,parabens chorao 4 anos longe das drogas,35,32,39,1,15,15,15
parabens cidade ariquemes luta contra ideologia generoa sociedade organizou apoiar,parabem cidade ariquemes luta contra ideologia generoo sociedade organizar apoiar,parabens cidade de ariquemes na luta contra a ideologia de generoa sociedade se organizou para apoiar o paginaweb,82,81,113,0,19,19,20
parabens deputado apezequielteixeira brasil colapso cultural inversao doentia prioridades,parabem deputado apezequielteixeira brasil colapso cultural inversao doentia prioridade,parabens deputado apezequielteixeira esse brasil esta em colapso cultural uma inversao doentia de prioridades paginaweb,89,87,119,0,19,20,22
parabens deputado roberto lucena sim proteger povose pago impostos vao pagar,parabem deputado roberto lucena sim proteger povose pagar imposto vao pagar,parabens deputado roberto de lucena isso sim e proteger o povose eu pago impostos e esses vao para pagar a paginaweb,76,75,116,0,18,18,19
parabens especial pras mulheres seguem mulherada guerreira batalhadora tempo pra mimim queria dar buque di flor pra cada,parabem especial pra mulher seguir mulherado guerreira batalhador tempo pra mimim querer dar buque di flor pra cada,parabens especial pras mulheres que me seguem mulherada guerreira batalhadora sem tempo pra mimim queria dar um buque di flor pra cada uma,120,115,138,0,20,19,20
parabens guerreira gritar peito meio rua nun pais onde mulher livre facilquero ver lut,parabem guerreirar gritar peito meio rua nun pai onde mulher livre facilquero ver lut,parabens guerreira gritar de peito de fora no meio da rua nun pais onde a mulher e livre e facilquero ver lut paginaweb,86,85,119,1,21,20,22
parabens hugo chavez morte,parabem hugo chavez morte,parabens hugo chavez pela sua morte,26,25,35,1,17,15,18
parabens luciano azevedo pps prefeito passo fundo rs resolveu pegar verba r$ 400 mil,parabem luciano azevedo pps prefeito passo fundo rs resolver pegar verba r$ 400 mil,parabens luciano azevedo pps prefeito de passo fundo rs resolveu pegar a verba de r$ 400 mil que paginaweb,84,83,106,0,23,23,25
parabens noticia sobre desconstrucao filme bela feranosso apoio irrestrito casal donos,parabem noticio sobre desconstrucao filme belar feranosso apoio irrestrito casal donos,parabens mais uma noticia sobre a desconstrucao do filme a bela e a feranosso apoio irrestrito ao casal donos paginaweb,86,86,119,0,17,17,19
parabens bom novo estagiario bem melhor ultimo paz,parabem bom novo estagiario bem bom ultimo paz,parabens muito bom esse novo estagiario nomeusuario bem melhor que o ultimo paz paginaweb,50,46,89,0,18,17,20
parabens mulheres verdade mulher inteligente faz dramas verdadeiras historias mulher burra his,parabem mulher verdade mulher inteligente fazer drama verdadeira historio mulher burra his,parabens mulheres de verdade mulher inteligente faz de seus dramas verdadeiras historias a mulher burra de suas his paginaweb,94,90,125,1,20,20,21
parabens patriciamamona nelsonevora,parabem patriciamamonar nelsonevora,parabens patriciamamona e nelsonevora paginaweb,35,35,47,0,15,15,17
parabens patricia mamona portugal,parabem patricio mamonar portugal,parabens patricia mamona paginaweb portugal paginaweb,33,33,53,0,16,15,17
parabens pra mim cheguei atrasada novo,parabem pra eu cheguei atrasar novo,parabens pra mim que cheguei atrasada de novo,38,35,45,0,18,17,19
parabens pra sapatao piranha santaa cruz 19 anos ne porra teeeeeee amooo venha sabado bebe,parabem pra sapatao piranha santaa cruz 19 ano ne porra teeeeeee amooo vir sabar beber,parabens pra sapatao mais piranha de santaa cruz 19 anos ne porra teeeeeee amooo que venha sabado bebe nomeusuario,90,86,114,1,20,19,21
parabens pra voce mulher parabens pra voce feia gorda nao cuida coitada nao vai arranjar,parabem pra voce mulher parabem pra voce feio gordar nao cuida coitar nao ir arranjar,parabens pra voce mulher parabens pra voce que e feia gorda nao se cuida coitada que nao vai arranjar paginaweb,88,85,111,1,21,20,23
parabens pra voce mulher parabens pra voce feia gorda nao cuida coitada vao vai arranjar,parabem pra voce mulher parabem pra voce feio gordar nao cuidar coitar vao ir arranjar,parabens pra voce mulher parabens pra voce que e feia gorda nao se cuida coitada que vao vai arranjar paginaweb,88,86,111,1,21,20,23
parabens presidente eduardo cunha,parabem presidente eduardo cunha,parabens presidente eduardo cunha,33,32,33,0,15,16,15
parabensque mundo copie nao permitam insanidade trumpeuapoio,parabensque mundo copie nao permitir insanidade trumpeuapoio,parabensque o mundo copie e nao permitam esta insanidade trumpeuapoio paginaweb,60,60,79,1,16,16,18
parabens esperanca reforcase,parabem esperanca reforcase,parabens nomeusuario a esperanca reforcase paginaweb,28,27,52,0,11,12,16
parabens sinal inequivoco caminho certo,parabem sinal inequivoco caminho certo,parabens nomeusuario sinal inequivoco que estas no caminho certo paginaweb,39,38,74,0,18,18,20
parabens sapatao sdds,parabem sapatao sdds,parabens sapatao sdds nomeusuario paginaweb,21,20,43,1,11,11,16
parabens favor vida valor basico inegociavel qualquer pessoa bem,parabem favor vida valor basico inegociavel qualquer pessoa bem,parabens ser a favor da vida e um valor basico e inegociavel de qualquer pessoa do bem paginaweb,64,63,96,0,19,19,20
chamar outros fascistavc sabe fascismoseu filho puta,chamar outro fascistavc saber fascismoseu filho puto,para de chamar os outros de fascistavc nem sabe o que e fascismoseu filho da puta,52,52,81,1,17,17,20
falar alemao caralho,falar alemao caralho,para de falar alemao caralho,20,20,28,1,10,10,12
desconcentrar homem decote necessario ter peitos,desconcentrar homem decote necessario ter peito,para desconcentrar um homem com um decote e necessario ter peitos paginaweb,48,47,75,1,14,14,18
ler islao problema mulher,ler islao problema mulher,para ler o islao tem um problema com a mulher paginaweb,25,25,55,0,13,13,18
dia internacional mulher p3k preparou encontro cheio significado aprendizado trocas,dia internacional mulher p3k preparar encontro cheio significado aprendizar troco,para o dia internacional da mulher a p3k preparou um encontro cheio de significado aprendizado e trocas paginaweb,83,81,113,0,21,21,23
pessoal nao conhece futebol europeu citi x monaco especie marilia x oeste aqui brasil casadachampions,pessoal nao conhecer futebol europeu citi x monaco especie marilia x oeste aqui brasil casadachampiom,para o pessoal que nao conhece muito o futebol europeu citi x monaco seria uma especie de marilia x oeste aqui no brasil casadachampions,101,101,136,1,20,20,20
sportinguistas bruno carvalho valia sporting clube portugal valia calado,sportinguista bruno carvalho valia sporting clube portugal valer calar,para os sportinguistas bruno de carvalho e uma mais valia para o sporting clube de portugal mais valia era estar calado,72,70,119,0,18,17,19
nao sabe amor sexo programinha lacrador apanha praca audiencia,nao saber amor sexo programer lacrador apanhar praca audiencia,para quem nao sabe amor e sexo e aquele programinha lacrador que apanha da praca e nossa na audiencia paginaweb,62,62,111,0,18,18,20
simples fato apoiar direita xucra conversar cara desses babaca total,simples fato apoiar direita xucra conversar cara de esse babaca total,para nomeusuario o simples fato de apoiar nomeusuario e ser direita xucra conversar o que com um cara desses babaca total,68,69,121,1,19,19,20
renovarportugal urge desparasitar classe politica dirigente arvores podres so dao frutos podres pnr,renovarportugal urgir desparasitar classe politico dirigente arvor podre so dao fruto podre pnr,para se renovarportugal urge desparasitar a classe politica e dirigente arvores podres so dao frutos podres pnr paginaweb,99,95,121,1,17,17,19
variar politica diptico acrilico velas praia,variar politica diptico acrilico vela praia,para variar da politica diptico em acrilico velas na praia paginaweb,44,43,68,0,13,12,18
parece papa vai menos tempo portugal porto primeiro lugar,parecer papa ir pouco tempo portugal porto primeiro lugar,parece que o papa vai estar menos tempo em portugal do que o porto esteve em primeiro lugar,57,57,91,1,16,13,18
parem histerianao ha nada demais dizer homem homem muher mulher pq pessoa sente diferente n,par histerianao ha nada demais dizer homem homem muher mulher pq pessoa sentir diferente n,parem de histerianao ha nada demais de dizer que homem e homem e muher mulher pq a pessoa se sente diferente n paginaweb,91,90,120,1,18,18,21
participacao pnr autarquicas vai crescendo programa nacional diferencas locais pode dizerse todos,participacao pnr autarquica ir crescer programa nacional diferenco local poder dizerse todo,participacao do pnr nas autarquicas vai crescendo com programa nacional e diferencas locais pode dizerse todos paginaweb,97,91,120,0,20,19,22
participe palestras seminarios sobre ideologia genero acompanhe agenda,participe palestra seminario sobre ideologia genero acompanhar agenda,participe das palestras e dos seminarios sobre ideologia de genero acompanhe agenda da paginaweb,70,69,96,0,17,17,18
participei consultorio familia novotempo tema criacao crianca sexo neutro bacana,participar consultorio familia novotempo tema criacao crianca sexo neutro bacano,participei do consultorio de familia na novotempo com o tema criacao de crianca em sexo neutro foi muito bacana paginaweb,80,80,121,0,18,18,21
partido nacional renovador pnrtv,partido nacional renovador pnrtv,partido nacional renovador pnrtv paginaweb,32,32,42,0,13,13,16
partilhe divulgue sao cada vez portugueses passam fome governo feito,partilher divulgue sao cada vez português passar fome governo fazer,partilhe e divulgue sao cada vez mais os portugueses que passam fome e o que e que o governo tem feito paginaweb,68,67,112,0,20,21,23
passa linguica pra casar ache menina respeito nao marmita joaquinresponde,passar linguico pra casar ache menina respeito nao marmito joaquinresponde,passa a linguica mas quando for pra casar ache uma menina de respeito nao as marmita joaquinresponde paginaweb,73,74,110,0,19,19,22
passa vara,passar varo,passa a vara paginaweb,10,11,22,0,6,7,12
passamos agora 277 rumo litoralpresenciamos grave acidente nao deu pararestao fazendo massagem,passar agora 277 rumo litoralpresenciamos grave acidente nao dar pararestao fazer massagem,passamos agora pela 277 rumo ao litoralpresenciamos um grave acidente nao deu para pararestao fazendo massagem paginaweb,94,90,120,0,21,21,23
passando aqui avisar comunistas vao arder inferno,passar aqui avisar comunista vao arder inferno,passando aqui para avisar que comunistas vao arder no inferno,49,46,61,1,17,17,17
passando aqui zona oeste pensando pobres conseguem enfiar brt q sardinha prefiro 4x4,passar aqui zona oeste pensar pobre conseguir enfiar brt q sardinhar prefiro 4x4,passando aqui pela zona oeste e pensando como esses pobres conseguem se enfiar no brt q nem sardinha prefiro meu 4x4,84,80,116,0,22,21,23
passando aqui pra desejar feliz diadamulher pra mulher desde ultrassom,passar aqui pra desejar feliz diadamulher pra mulher desde ultrassom,passando aqui pra desejar feliz diadamulher pra quem e mulher desde o ultrassom,70,68,79,0,19,18,19
passando aqui so pra dizer nao interessa puta santinha gorda magra feia bonita amar pessoa pau cu todos,passar aqui so pra dizer nao interessar puto santir gordar magro feio bonito amar pessoa pau cu todo,passando aqui so pra dizer que nao interessa se e puta santinha gorda magra feia ou bonita se eu amar essa pessoa pau no cu de todos,103,100,132,1,20,19,20
passando timeline imagem nao revolta feministas,passar timeline imagem nao revoltar feminista,passando na sua timeline uma imagem que nao revolta as feministas paginaweb,47,45,75,0,16,15,20
passeiii manausss obrigado deus,passeiii manausss obrigar deu,passeiii em manausss obrigado meu deus paginaweb,31,29,48,0,14,14,15
passo passo denunciar facebook pastor malacheia kkkk vai ficar puto liga,passo passo denunciar facebook pastor malacheia kkkk ir ficar puto ligar,passo a passo de como denunciar o facebook do pastor malacheia paginaweb kkkk ele vai ficar muito puto mas quem liga,72,72,116,1,21,20,23
passo 1 denuncie pagina silas facebook 2 mande msg pro avisandoo 3 use hashtag trolandocomhumornegro,passo 1 denuncie paginar silas facebookr 2 mander msg pro avisandoo 3 use hashtag trolandocomhumornegro,passo 1 denuncie a pagina do silas no facebook 2 mande uma msg pro nomeusuario avisandoo 3 use a hashtag trolandocomhumornegro,100,103,126,1,24,24,24
passou umas mulheres lado ficaram cochichando sapatao,passar um mulher lado ficar cochichar sapatao,passou umas mulheres do meu lado e ficaram cochichando e sapatao,53,45,64,1,17,16,17
pasta leite ninho pao lo branco recheios ganache ninho morangos bolosemuberlandia paodequeijo,pasta leite ninho pao lo branco recheio ganache ninho morango bolosemuberlander paodequeijo,pasta de leite ninho pao de lo branco recheios ganache com ninho e morangos bolosemuberlandia paodequeijo paginaweb,93,91,115,0,20,20,21
voce pastor,voce pastor,nomeusuario estou com voce pastor,11,11,33,0,10,10,14
nao importa midia invente requente persigaacredito indole,nao importar midio invente requente persigaacredito indole,nomeusuario nao importa o que a midia invente requente persigaacredito na sua indole,57,58,84,0,18,18,18
professoraacho habbibs mata menos lancaperfume cocaina,professoraacho habbibsr matar pouco lancaperfume cocaino,nomeusuario professoraacho que habbibs mata menos que lancaperfume com cocaina paginaweb,54,56,88,0,17,17,20
quer dica meio trash pra aumentar galera show trashquefunciona >> bate papo uol salas minas divulgada,querer dica meio trash pra aumentar galero show trashquefuncionar > > bater papo uolr sala mina divulgar,nomeusuario quer uma dica meio trash pra aumentar a galera do show trashquefunciona >> bate papo uol salas de minas da uma divulgada,101,104,132,0,23,23,23
vale pena 02 dvds incriveis morasse sp fariate copia thecorrs,valer pena 02 dvd incrivel morar sp fariate copia thecorrs,nomeusuario vale muito a pena tenho 02 dvds incriveis se morasse em sp fariate uma copia thecorrs,61,58,97,0,19,19,20
vc conhece banda thecorrs fikdik runaway frontiers at your side ai vai amomuito,vc conhecer banda thecorrs fikdik runaway frontiers at your sidir ai ir amomuitar,nomeusuario vc conhece a banda thecorrs fikdik runaway no frontiers at your side e por ai vai amomuito,79,81,102,0,20,20,21
ain pq toy story mostra capitalismo menino escraviza brinquedos pq sera woody nao negro,ain pq toy story mostrar capitalismo menino escravizar brinquedo pq sero woody nao negro,nomeusuario nomeusuario ain pq toy story mostra o capitalismo do menino que escraviza os brinquedos pq sera que o woody nao e negro,87,88,131,1,22,22,22
qdo fazem favor nao falarem politica surge galera achando alguma msg filme,qdo fazer favor nao falar politico surgir galera achar algum msg filme,nomeusuario nomeusuario fora que qdo eles fazem o favor de nao falarem de politica surge uma galera achando alguma msg no filme,74,70,127,0,21,21,21
vc nao consegue ver filme politica meio,vc nao conseguir ver filme politicar meio,nomeusuario vc nao consegue mais ver um filme sem que tenha politica no meio,39,41,76,0,17,17,19
glorificar sexo familia resume sexo tao trivial faca sexo c mulher meio rua entao idiota,glorificar sexo familia resume sexo tao trivial faca sexo c mulher meio rua entao idiota,nomeusuario glorificar o sexo sua familia se resume a sexo se e tao trivial faca sexo c sua mulher no meio da rua entao idiota,88,88,126,1,19,19,19
lutam contra instintos ahahahahahaha retardado vaza vai ja 15 min fama,lutar contra instinto ahahahahahaha retardar vaza ir ja 15 min famo,nomeusuario lutam contra instintos ahahahahahaha muito retardado vaza vai ja teve teus 15 min de fama,70,67,101,1,21,21,21
algo tao natural vai transar c mulher rua porra leva filhos tb nao hipocrita,algo tao natural ir transar c mulher rua porro levar filho tb nao hipocrito,nomeusuario se e algo tao natural vai transar c sua mulher na rua porra e leva teus filhos tb se nao for e um hipocrita,76,75,119,0,19,19,19
ue vai la machao leva mulher pra galera ver,ue ir la machao levar mulher pra galera ver,nomeusuario ue vai la machao leva tua mulher pra galera ver,43,43,59,1,14,14,17
paulo cruz razao,paulo cruz razao,paulo cruz tem razao paginaweb,16,16,30,0,9,9,17
assim sabor,assim sabor,nomeusuario assim tem mais sabor,11,11,32,0,8,8,12
ja so falta grimaldo,ja so falta grimaldo,nomeusuario ja so falta o grimaldo,20,20,34,0,13,13,16
pau cu voces rostinho maravilhoso corpo lindo ficam dizend so mt feia obg bb so horrivel so gorda,pau cu voce rostinho maravilhoso corpo lir ficar dizend so mt feia obg bb so horrivel so gordar,pau no cu de voces que tem um rostinho maravilhoso e um corpo lindo e ficam dizend eu so mt feia obg bb mas eu so horrivel eu so gorda,97,95,134,1,21,21,22
pau cu evento baixa preco gasolina fdp,pau cu evento baixo preco gasolina fdp,pau no cu do evento baixa o preco da gasolina seus fdp paginaweb,38,38,64,1,19,19,20
peca pra debil mental deixar fa joaquinresponde,pecar pra debil mental deixar fa joaquinresponde,peca pra esse debil mental deixar de ser seu meu fa joaquinresponde paginaweb,47,48,77,1,20,20,22
nao acredita jesuse acredita pt,nao acreditar jesuse acreditar pt,nomeusuario nao acredita em jesuse acredita no pt paginaweb,31,33,59,0,14,14,18
peco desculpa maltamas hoje nao consegui chegar tempo estadio fazer ritual inicio jogo chegar pra darmos volta,pecar desculpa maltama hoje nao conseguir chegar tempo estadio fazer ritual inicio jogo chegar pra darmo volta,peco desculpa maltamas hoje nao consegui chegar a tempo ao estadio para fazer o ritual de inicio de jogo estou a chegar pra darmos a volta,110,110,138,0,21,21,21
pec pra invadirmos argentina ja,pec pra invadirmo argentino ja,pec pra invadirmos a argentina ja,31,30,33,1,16,15,16
pedido alexandre borges vo recolhe todos celulares corta aifai acaba aqui minuto minuto camarote glacial joaquin teixeira,pedir alexandre borges vo recolher todo celular cortar aifai acabar aqui minuto minuto camarote glacial joaquin teixeira,pedido do alexandre borges vo recolhe todos os celulares e corta o aifai acaba aqui o minuto a minuto do camarote glacial joaquin teixeira,121,120,138,0,23,23,23
pedo folia 2013,pedo foliar 2013,pedo folia 2013 eu fui paginaweb,15,16,32,0,13,14,18
pedreiro forma direito apos pedalar 42 km dia estudar agora esquerdopatas,pedreiro forma direito apos pedalar 42 km dia estudar agora esquerdopata,pedreiro se forma em direito apos pedalar 42 km por dia para estudar e agora esquerdopatas paginaweb,73,72,100,1,19,19,22
caraio lisinha ai sim,caraio lisir ai sim,nomeusuario caraio lisinha ai sim,21,19,33,0,11,9,13
famoso bigodinho hitler,famoso bigodinho hitler,nomeusuario famoso bigodinho do hitler,23,23,38,0,16,16,17
incrivel nao fizeram meme ainda lula dando parabens mulheres chamou assimkkkk,incrivel nao fazer meme ainda lular dar parabem mulher chamar assimkkkk,nomeusuario incrivel como nao fizeram um meme ainda do lula dando parabens as mulheres que ele chamou assimkkkk,77,71,111,0,20,20,21
acho ainda so oferta nao certo sim desperdicio tal witsel jackson oscar ramires,achar ainda so oferta nao certo sim desperdicio tal witsel jackson oscar ramir,nomeusuario acho que ainda e so uma oferta nao esta certo mas sim e um desperdicio tal como o witsel o jackson oscar ramires,79,78,124,0,19,19,21
acho to alzheimer porque n lembro ter pedido opiniao,achar to alzheimer porque n lembro ter pedir opiniao,nomeusuario acho que to com alzheimer porque n me lembro de ter pedido sua opiniao,52,52,82,0,18,18,19
pedro nao aguentou ver carne diferente angola ja molhando peru kkkk coitada helo,pedro nao aguentar ver carne diferente angola ja molhar peru kkkk coitar helo,pedro nao aguentou ver uma carne diferente da angola e ja foi molhando o peru kkkk coitada da helo,80,77,98,0,20,20,20
peeps covilha anfiteatro parada ubi ja pronto faltam voces poucavergonha comeca 22h00 bil,peeps covilha anfiteatro parar ubi ja pronto faltar voce poucavergonho comeca 22h00 bil,peeps da covilha o anfiteatro da parada na ubi ja esta pronto faltam voces a poucavergonha comeca as 22h00 bil paginaweb,89,87,120,0,23,22,24
ta falando felipe neto,ta falar felipe neto,nomeusuario ta falando do felipe neto nomeusuario,22,20,49,0,11,11,15
pegar taxi tempo silencio dizer taxista aqui nesse cruzamento morri atropelado,pegar taxi tempo silencio dizer taxista aqui em esse cruzamento morri atropelar,pegar um taxi e depois de um tempo em silencio dizer para o taxista foi aqui nesse cruzamento que eu morri atropelado,78,79,117,0,19,19,20
